Case UPC,Item UPC,Client,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
33922,44608,JMSMUC,48 / 0.53 / OZ,PUP-PERONI SINGLE BEEF,LP404803,PUPPERONI SINGLE BF 48/0.53 OZ,PET PP,48
62489,62489,JMSMUC,1 / 24 / LB,MEOW MIX ORIGINAL CLUB,LP400847,MM DRY EX LRG BAG 22 LB,PET MM,1
62634,62634,JMSMUC,6 / 16 / OZ,FLGRS FRNCH VAN INST LTT,LP403839,FG LATTE INSTNT 16 OZ,COFFEE FG,6
62642,62642,JMSMUC,16 / 4.5 / OZ,MKB HLDY MINIS CANDY CANE,LP404829,MKB HOLIDAY,PET MKB,16
62881,62881,JMSMUC,6 / 12 / OZ,FG 1850 TRAILBLAZER,LP403838,FG GROUND 9.6 OZ,COFFEE FG,6
62917,62917,JMSMUC,12 / 11 / OZ,BUSTELO CAF CN VAN SS RTD,LP404922,BS CAFE READY TO DRNK 12/11 OZ,COFFEE BS,12
62994,62994,JMSMUC,3 / 19.2 / OZ,FG COLOMBIAN DG,LP403788,FG DG 19.2 OZ,COFFEE FG,3
63006,63006,JMSMUC,42 / 2 / OZ,FLGRS TRADITIONAL ROAST,,FG FRAC PAC 42 CT 0.8-2 OZ,COFFEE FG,42
63255,63255,JMSMUC,12 / 0.494 / OZ,FG CAF BLK SLK INST STCKS,,FG INSTANT STICKS 12/.4-0.5 OZ,COFFEE FG,12
63699,79575,JMSMUC,12 / 2.75 / OZ,MM PATE CHKN & TNA WCF,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
34007,44608,JMSMUC,72 / 0.53 / OZ,PUP-PERONI SINGLE BEEF PW,LP404914,PET SHIPPERS/DISPLAY/PALLETS,PET PP,72
63950,63950,JMSMUC,10 / 4.5 / OZ,MKB S&C CHKN WNTR SHAPE,LP403553,MKB SOFT CHWY 4.5 OZ,PET MKB,10
64278,64278,JMSMUC,8 / 2.5 / OZ,MKB FLVSNCK MINI HOLIDAY,LP403254,MKB MINI BISCUITS 2.5 OZ,PET MKB,8
65467,65467,JMSMUC,15 / 2.2 / OZ,MKB FLV ROLLS CHICK DT,LP403778,MKB ROLL 2.2 OZ,PET MKB,15
77501,77501,JMSMUC,8 / 5.6 / OZ,PUP-PERONI W/REAL SAUSAGE,LP400460,PP ROUND SNCKS 5 OZ,PET PP,8
1702,702,JMSMUC,12 / 2.8 / OZ,RR NTR CKN PURRCATA GR FR,,RRN SINGLES 12/2.8 OZ,,12
66654,66654,JMSMUC,10 / 8 / OZ,MKB SPRING TRAIL MIX,,MKB TRAIL MIX 8 - 9 OZ,PET MKB,10
154,154,JMSMUC,4 / 4 / LB,RR NTR PK WETLAND CKN DK,,RRN BAG 4/4 LB,,4
66868,66868,JMSMUC,6 / 36 / OZ,MKB ORGL MINI AMERICANA,LP403698,MKB MINI 36 OZ,PET MKB,6
00692B,692,JMSMUC,8 / 4.2 / OZ,RR NTR SP BNS MN BF BR FL,,RRN POUCH 4.2 OZ,,8
67861,67861,JMSMUC,4 / 10 / OZ,MKB TM BSCT BAN YOG DIP,LP404774,MKB DIPPED SNCKS 8-12 OZ,PET MKB,4
00693B,693,JMSMUC,12 / 18 / OZ,SMCKR GRAPE JELLY,LP400203,SM GOOBER 18 OZ,FHS SM,12
00693A,693,JMSMUC,8 / 4.2 / OZ,RR NTR SP BNS MN CK RC FL,,RRN POUCH 4.2 OZ,,8
67944,67944,JMSMUC,6 / 3.1 / OZ,FOLGERS COLMBN 10 CT KCUP,LP404476,FG CLSC RST 10.3-11.3 OZ,COFFEE FG,6
67998,67998,JMSMUC,4 / 10 / OZ,MKB APL FLV BISC PB DIPD,,MKB DIPPED SNCKS 8-12 OZ,PET MKB,4
68116,68116,JMSMUC,6 / 10.3 / OZ,FG 175TH VINTAGE CLSC RST,LP404905,FG CLSC RST 10.3-11.3 OZ,COFFEE FG,1
01706B,706,JMSMUC,12 / 2.8 / OZ,RR NTR TN PRRFCTN GR FR,,RRN SINGLES 12/2.8 OZ,,12
68591,68591,JMSMUC,6 / 3.3 / OZ,BS DARK ROAST 10 CT KCUP,LP404720,CAFE BUSTELO K CUP 10 CT,COFFEE BS,6
68607,68607,JMSMUC,6 / 2.8 / OZ,FLGRS HLF CAFFE 10CT KCP,LP404476,FG KCUP 10 CT,COFFEE FG,6
68665,68665,JMSMUC,6 / 22.6 / OZ,FOLGERS MARDI GRAS BLEND,LP401284,FG GROUND 22.6 OZ,COFFEE FG,6
68733,68733,JMSMUC,4 / 22.2 / OZ,MILK-BONE CMFT CHW BF DT,LP403628,MKB CHWS 22.2 OZ,PET MKB,4
68951,68951,JMSMUC,10 / 4.5 / OZ,MKB S&C CHKN HRT VAL,LP403624,MKB SOFT CHWY 4.5 OZ,PET MKB,10
694,694,JMSMUC,6 / 3.7 / OZ,DN GR PUMPKIN 10 CT K-CUP,LP402983,DN KCUP 10 CT,COFFEE DN,6
68984,68984,JMSMUC,4 / 11 / OZ,MKB M/L FLV BRD ST EGG BC,LP402157,MKB SNCKS 32 OZ,PET MKB,4
42183,42183,JMSMUC,1 / 13 / LB,RR NTR ZERO GRAIN TURKEY,,RRN BAG 1/13 LB,,1
69327,69327,JMSMUC,5 / 10 / OZ,MB PUP-PERONI MU BEEF DT,LP403544,MKB SNCKS 10 OZ,PET MKB,5
69779,69779,JMSMUC,4 / 10.15 / OZ,FG BTRY CRML 32 CT KCUP,LP402780,FG KCUP 32-36 CT,COFFEE FG,4
69891,69891,JMSMUC,5 / 10 / OZ,CCO BEEF DOG TREAT,LP404789,CCO SNACKS 10 OZ,PET CCO,5
58072,58072,JMSMUC,6 / 12 / OZ,SCO ALMOND BUTTER,LP402955,SCO ALMND BTR 12 OZ,,6
70016,70016,JMSMUC,12 / 16 / OZ,ADM NATPNUTBTRCREAMY,LP401647,ADAMS NAT P BUT 12/16 OZ,FHS SM,12
70020,70020,JMSMUC,6 / 26 / OZ,ADAMS CREAMY PBTR,LP401646,AD PNT BTR 26 OZ,FHS SM,6
70030,70030,JMSMUC,6 / 36 / OZ,ADAMS NAT PNUT BTR CREAMY,LP401645,AD PNT BTR 36 OZ,FHS SM,6
85970,90288,JMSMUC,12 / 16 / OZ,SCO DARK CREAMY PB,LP401365,SCO PEANUT BUTTER 12/16 OZ,,12
00696A,696,JMSMUC,12 / 18 / OZ,SMUCKERS STRAWBERRY JELLY,LP403446,SM PREM TIER 18 OZ,FHS SM,12
90288,90288,JMSMUC,6 / 16 / OZ,SCO DARK CREAMY PB,LP401365,SCO PB 16 OZ,,6
70603,70603,JMSMUC,6 / 18 / OZ,MKB S&C TNDR HRT CHK ECOM,LP403775,MKB TREATS 18-19 OZ,PET MKB,6
71016,71016,JMSMUC,12 / 16 / OZ,ADM NATPNUTBTRCRUNC,LP401647,ADAMS NAT P BUT 12/16 OZ,FHS SM,12
71020,71020,JMSMUC,6 / 26 / OZ,ADAMS CRUNCHY PBTR,LP401646,AD PNT BTR 26 OZ,FHS SM,6
71030,71030,JMSMUC,6 / 36 / OZ,ADAM NAT PNUT BTR CRUNCHY,LP401645,AD PNT BTR 36 OZ,FHS SM,6
71523,71523,JMSMUC,12 / 18 / OZ,SM GBR HNY PBTR SPRD,LP400204,SM GOOBER 18 OZ,FHS SM,12
71684,71684,JMSMUC,6 / 15 / OZ,MKB PBTR MARO DG TRT,LP400952,MKB ORG MINI BISCUITS 15 OZ,PET MKB,6
71851,71851,JMSMUC,10 / 4.5 / OZ,MKB S&C CHKN MINI DG TRT,LP403733,MKB SOFT CHWY 4.5 OZ,PET MKB,10
50787,50787,JMSMUC,6 / 16 / OZ,SCO DK CRUNCHY PBTR,LP401365,SCO PB 16 OZ,,6
77518,50787,JMSMUC,12 / 16 / OZ,SCO DRK CRUNCHY PNT BTTR,LP401365,SCO PEANUT BUTTER 12/16 OZ,,12
00696B,696,JMSMUC,6 / 3.52 / OZ,DN MIDNIGHT 10 CT K-CUP,LP401400,DN KCUP 10 CT,COFFEE DN,6
72018,72018,JMSMUC,4 / 12 / OZ,MB FRMR MDL GRN FR TRK PM,LP400956,MKB FARMERS MEDLEY 12 OZ,PET MKB,4
72093,90304,JMSMUC,2 / 25 / OZ,MILK-BONE SFT & CHWY CHKN,LP400933,MKB SOFT CHWY 25 OZ,PET MKB,2
72094,50960,JMSMUC,2 / 25 / OZ,MKB SFT CHWY BF FLT MGN,LP400933,MKB SOFT CHWY 25 OZ,PET MKB,2
72249,72249,JMSMUC,6 / 25 / OZ,MILK-BONE VAL MINI BSCT,LP403625,MKB GRN FR BISCUITS 22 OZ,PET MKB,6
49033,49033,JMSMUC,6 / 26 / OZ,SCO DRK RSTD CRMY PBTR,LP403223,SCO DK RSTD CRMY PB 26 OZ,,6
10520,10510,JMSMUC,6 / 9.5 / OZ,SCO FRT SPR BLKBRY PMGRNT,,SCO FRUIT SPREAD 9.5 OZ,,6
47673,47673,JMSMUC,6 / 16 / OZ,SCO LT RSTD CREAMY PNT BU,LP401365,SCO PB 16 OZ,,6
72935,89691,JMSMUC,2 / 40 / OZ,MKB PBTR MARO DOG TRT,LP400911,MKB MARO SNCKS 40 OZ,PET MKB,2
73151,73151,JMSMUC,16 / 2.85 / OZ,MKB HOLIDAY 12 DAY CALEND,LP403887,MKB HOLIDAY,PET MKB,16
73623,73623,JMSMUC,4 / 10 / OZ,MKB STRW HRT VAN YOG DIP,LP404775,MKB SNCKS 32 OZ,PET MKB,4
25,25,JMSMUC,12 / 12 / OZ,SM PINEAPPLE TOPPING,LP400224,SM PB SPOONABLE,FHS SM,12
19738,19738,JMSMUC,6 / 16 / OZ,SCO LT RSTD CRUNCHY PBTR,LP401365,SCO PB 16 OZ,,6
60152,60152,JMSMUC,6 / 16 / OZ,SCO NS DRK CRM RSPO,LP401365,SCO PB 16 OZ,,6
74016,74016,JMSMUC,12 / 16 / OZ,ADAMS CRMY UNSLTD PNT BTR,LP401647,AD CRM UNSLT PNT BTR  12/16 OZ,FHS SM,12
66873,66873,JMSMUC,6 / 16 / OZ,SCO NS DRK CRMY RSPO,LP401365,SCO PB 16 OZ,,6
74752,74752,JMSMUC,12 / 20 / OZ,SM SEEDLESS RASP JAM,LP404865,SM SQUEEZE 17-20 OZ,FHS SM,12
75016,75016,JMSMUC,12 / 16 / OZ,ADAMS NTRL PB CRNCH UNSLT,LP401647,ADAMS NAT P BUT 12/16 OZ,FHS SM,12
75035,75035,JMSMUC,12 / 16 / OZ,ADM NOSTIRPNUTBTRCREAMY,LP401647,ADAMS NO STIR P BUT 12/16 OZ,FHS SM,12
75114,75114,JMSMUC,4 / 7.19 / OZ,FG MARDI GRAS 24 CT K-CUP,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
75135,75135,JMSMUC,12 / 16 / OZ,ADM NOSTIRPNUTBTRCRUNC,LP401647,ADAMS NO STIR P BUT 12/16 OZ,FHS SM,12
75360,75360,JMSMUC,1 / 16.93 / OZ,FG BLACK SILK 60 CT K-CUP,LP403227,FG KCUPS 60 CT,COFFEE FG,1
42364,66873,JMSMUC,12 / 16 / OZ,SCO ORG NS DRK CRM RSPO,LP401365,SCO PEANUT BUTTER 12/16 OZ,,12
760,760,JMSMUC,200 / 0.5 / OZ,SMCKR APPLE JELLY PLASTIC,,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
75580,75580,JMSMUC,6 / 80 / OZ,ADAMS CRUNCHY PBTR,LP401643,ADAMS NAT P BUT 6/80 OZ,FHS SM,6
75814,75814,JMSMUC,5 / 18.8 / OZ,MKB WNDRBN CH S/M PR,LP402158,MKB DENTAL18.9-24.2 OZ,PET MKB,5
75816,75816,JMSMUC,5 / 22 / OZ,MKB WNDR BN CH MINI PR,LP402159,MKB SOFT CHWY 3.7 OZ,PET MKB,5
75817,75817,JMSMUC,5 / 22 / OZ,MKB WNDR BN CH S/M PR,LP402159,MKB SOFT CHWY 3.7 OZ,PET MKB,5
75942,75942,JMSMUC,1 / 26 / LB,MEOW MIX TC SLM CHKN DCF,LP403296,MM DRY EX LRG BAG 22 LB,PET MM,1
75987,75987,JMSMUC,12 / 4.5 / OZ,CCO SNG IAB BF&CH,LP401541,CCO SNCKS CHW 14 OZ,PET CCO,12
75990,75990,JMSMUC,4 / 5.1 / OZ,MKB GNWBNS CH MINI BONE,LP402156,MKB ALT RWHD 3.6-5.1 OZ,PET MKB,4
75992,75992,JMSMUC,4 / 10.2 / OZ,MKB GNWBNS CHKN MINI BN,LP402157,MKB SNCKS 32 OZ,PET MKB,4
75994,75994,JMSMUC,3 / 9.6 / OZ,MKB GNWBNS CHKN SM/MD BN,LP402157,MKB ALT RWHD 7.2-11 OZ,PET MKB,3
78040,60152,JMSMUC,12 / 16 / OZ,SCO ORG NS DRK CRN RSPO,LP401365,SCO PEANUT BUTTER 12/16 OZ,,12
763,763,JMSMUC,200 / 0.5 / OZ,SMCKR PURE HONEY PLASTIC,,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
76198,76175,JMSMUC,12 / 2.75 / OZ,MM TL CKN TN RCP STFF RL,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
76199,76176,JMSMUC,12 / 2.75 / OZ,MM TL TN WF STFF RL TN,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
25527,25527,JMSMUC,12 / 15.5 / OZ,SIMPLY JIF CREAMY PBTR,LP403526,JF NAS 15.5 OZ,,12
5981,,JMSMUC,30 / 20 / OZ,SM GRP/STRAW SQUEEZE DS,LP400105,COFF SHIPPERS/DISPLAYS/PALLETS,,30
84916,,JMSMUC,36 / 36 / EA,SM MIX SPOON PB TPG DS,LP403686,COFF SHIPPERS/DISPLAYS/PALLETS,,36
76475,76440,JMSMUC,4 / 8.46 / OZ,MILK-BONE S&C SPLMT,LP403242,MKB SPLMT 8.46 OZ,PET MKB,4
76476,76441,JMSMUC,4 / 8.46 / OZ,MILK-BONE DV SPLMT,LP403242,MKB SPLMT 8.46 OZ,PET MKB,4
76477,76442,JMSMUC,4 / 8.46 / OZ,MILK-BONE DD SPLMT,LP403242,MKB SPLMT 8.46 OZ,PET MKB,4
76478,76443,JMSMUC,4 / 8.46 / OZ,MILK-BONE C&R SPLMT,LP403242,MKB SPLMT 8.46 OZ,PET MKB,4
76479,76444,JMSMUC,4 / 8.46 / OZ,MILK-BONE H&J SPLMT,LP403242,MKB SPLMT 8.46 OZ,PET MKB,4
764,764,JMSMUC,200 / 0.5 / OZ,SMUCKER GRAPE JELLY PLSTC,LP400219,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
76482,76482,JMSMUC,6 / 24 / OZ,MKB SPOOKY BSCT PAIL,LP403341,MKB BISCUIT PAIL 24 OZ,PET MKB,6
76725,76725,JMSMUC,5 / 11.8 / OZ,MKB PB BITES PB BCN,LP403810,MKB BITES 5/5-11.8 OZ,PET MKB,5
76980,76980,JMSMUC,12 / 11 / OZ,BUSTELO DUL DE LEC SS RTD,LP404922,BS CAFE READY TO DRNK 12/11 OZ,COFFEE BS,12
80189,80189,JMSMUC,12 / 12 / OZ,SM PEANUT BUTTER SAUCE,LP403674,SMUCKER PB SPOONABLE,,12
77128,,JMSMUC,18 / 1 / EA,MM GB & TC HALF PLT,,MM GB&TC HALF PALLET,PET MM,18
2816,,JMSMUC,36 / 1 / EA,SM SPOONABLE 3 VARIETY DS,LP400148,DISPLAYS / PALLETS / SHIPPERS,,36
77250,52799,JMSMUC,2 / 36 / OZ,MKB FLVSNCK MINI CNST,LP400919,MKB FLAV MINI BISCUITS 36-40 O,PET MKB,2
77255,52993,JMSMUC,6 / 15 / OZ,MKB PBTR 3FLV VR MINI,LP403696,MKB ORG MINI BISCUITS 15 OZ,PET MKB,6
77271,92317,JMSMUC,6 / 15 / OZ,MILK-BONE MARO DG TRT,LP400952,MKB ORG MINI BISCUITS 15 OZ,PET MKB,6
77272,50855,JMSMUC,6 / 15 / OZ,MB ORIG MINI BISCUIT,LP400948,MKB ORG MINI BISCUITS 15 OZ,PET MKB,6
765,765,JMSMUC,200 / 0.5 / OZ,SMCKR MXD FRT JELLY PLSTC,LP401802,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
77273,50856,JMSMUC,6 / 15 / OZ,MB MINI FLAVOR SNACKS,LP403696,MKB ORG MINI BISCUITS 15 OZ,PET MKB,6
2815,,JMSMUC,30 / 20 / OZ,SM SUNDAE SYRUP 2 VRTY DS,LP400161,DISPLAYS / PALLETS / SHIPPERS,,30
77456,77456,JMSMUC,4 / 6.77 / OZ,FG CL RST 24 CT K-CUP ST1,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
77457,77457,JMSMUC,4 / 6.77 / OZ,FG BLKSLK 24 CT K-CUP ST1,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
77458,77458,JMSMUC,4 / 6.77 / OZ,FG MRNCFE 24 CT K-CUP ST1,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
77459,77459,JMSMUC,4 / 7.61 / OZ,FG CLMB 24 CT K-CUP ST1,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
77460,77460,JMSMUC,4 / 7.61 / OZ,FG CLMDEC 24CT K-CUP ST1,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
77461,77461,JMSMUC,4 / 7.61 / OZ,FG BTTRY CRML 24 CT K-CUP,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
77462,77462,JMSMUC,4 / 7.61 / OZ,FG FRENCH VAN 24 CT K-CUP,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
77463,77463,JMSMUC,4 / 7.61 / OZ,FG TSTY HZLNT 24 CT K-CUP,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
766,766,JMSMUC,200 / 0.5 / OZ,SMCKR ORNG MRMLD PLSTC,,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
77480,77480,JMSMUC,4 / 5.1 / OZ,MKB GNWBNS PB MINI BN,LP402156,MKB ALT RWHD 3.6-5.1 OZ,PET MKB,4
77482,77482,JMSMUC,4 / 10.2 / OZ,MKB GNWBNS PB MINI BN,LP402157,MKB SNCKS 32 OZ,PET MKB,4
77486,77486,JMSMUC,3 / 9.6 / OZ,MKB GNWBNS PB SM/MD BN,LP402157,MKB ALT RWHD 7.2-11 OZ,PET MKB,3
4484,163,JMSMUC,264 / 32 / OZ,SMCKR 22CS STRWBRY JAM PL,LP400180,COFF SHIPPERS/DISPLAYS/PALLETS,,264
4342,,JMSMUC,240 / 32 / OZ,SMCKR GRAPE JELLY/JAM DRP,LP400187,COFF SHIPPERS/DISPLAYS/PALLETS,,240
77516,77516,JMSMUC,4 / 18.8 / OZ,MILK-BONE WNDR BN BF TL,LP402158,MKB FARMERS MEDLEY 12 OZ,PET MKB,4
14144,,JMSMUC,24 / 1 / EA,SMKR TRAD STRAW DISPLAY,LP400096,COFF SHIPPERS/DISPLAYS/PALLETS,,24
77521,77521,JMSMUC,4 / 30 / OZ,MKB STFD BCN BF DOG TREAT,LP403389,MKB MARO SNCKS 24 OZ,PET MKB,4
77954,77954,JMSMUC,4 / 7.37 / OZ,BS DARK ROAST 22 CT KCUP,LP404719,CAFE BUSTELO K CUP 22 CT,COFFEE BS,4
24452,,JMSMUC,336 / 1 / EA,SMUCKER/JIF CREAMY QP,LP401976,COFF SHIPPERS/DISPLAYS/PALLETS,,336
767,767,JMSMUC,200 / 0.5 / OZ,SMUCKER STRAW JAM PLSTC,LP402470,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
78158,78158,JMSMUC,5 / 11.8 / OZ,MILK-BONE PB BITES DT,LP403810,MKB BITES 5/5-11.8 OZ,PET MKB,5
78222,78222,JMSMUC,12 / 30.75 / OZ,SMUCKERS NAT RR,LP402376,SM NATURAL 32 OZ,FHS SM,12
78225,78225,JMSMUC,8 / 7.25 / OZ,SMUCKERS MGSHL UNICORN,LP400104,SM MAGIC SHELL 7.25 OZ,FHS SM,8
78227,78227,JMSMUC,8 / 17.25 / OZ,SMUCKERS BLBRY NTRL SPD,LP400207,SM NATURAL 17.25 OZ,FHS SM,8
78228,78228,JMSMUC,8 / 17.25 / OZ,SM TRPL BRY NTRL SPD,LP400207,SM NATURAL 17.25 OZ,FHS SM,8
78277,78277,JMSMUC,8 / 24 / OZ,MKB XMAS TIN SM BNE WMT,LP400935,MKB BISCUITS 16-24 OZ HLDY TIN,PET MKB,8
41771,,JMSMUC,32 / 1 / EA,SMUCKER/JIF CREAMY SQZ FS,LP403530,COFF SHIPPERS/DISPLAYS/PALLETS,,32
78555,78555,JMSMUC,5 / 7.1 / OZ,MKB BC MINI BONES RTL,LP402132,MKB DENTAL 7.1-8.1 OZ,PET MKB,5
78556,78556,JMSMUC,5 / 7.1 / OZ,MKB BC SMMD RTL,LP402132,MKB DENTAL 7.1-8.1 OZ,PET MKB,5
78557,78557,JMSMUC,5 / 18.9 / OZ,MKB BC MINI BONES VL,LP402129,MKB DENTAL18.9-24.2 OZ,PET MKB,5
4589,162,JMSMUC,22/12 / 32 / OZ,SMUCKERS GRAPE JELLY PLT,LP400182,COFF SHIPPERS/DISPLAYS/PALLETS,,264
50742,50742,JMSMUC,10 / 12 / OZ,SNSG BEEF CHS IN A BLNKET,,SN 10 OZ,,10
78559,78559,JMSMUC,5 / 24.2 / OZ,MILK-BONE BC LRG VL,LP402129,MKB SOFT CHWY 3.7 OZ,PET MKB,5
78563,78563,JMSMUC,4 / 4 / OZ,MILK-BONE 3BC LRG XTRA VL,LP402130,MKB DENTAL 25.5-33.7 OZ,PET MKB,4
78566,78566,JMSMUC,5 / 8.1 / OZ,MKB BC LRG BONES RETAIL,LP402132,MKB DENTAL 7.1-8.1 OZ,PET MKB,5
78567,78565,JMSMUC,4 / 25.5 / OZ,MKB BC MINI XTR VLU 4CT,LP402130,MKB MARO SNCKS 24 OZ,PET MKB,4
45100,45100,JMSMUC,10 / 9.75 / OZ,SNSG SNWSMS PNT BTTR APL,,SN 9.75 OZ,,10
79359,79359,JMSMUC,12 / 16.5 / OZ,SMUCKERS SQEEZE SF GRAPE,LP403672,SM SUGAR FREE SQUEEZE 16.5 OZ,FHS SM,12
76012,76012,JMSMUC,1 / 1000 / EA,STEVIA IN THE RAW,,STV IN THE RAW 1000 CT,,1
79464,64278,JMSMUC,10 / 2.5 / OZ,MKB FLVSNCK MINI HOLIDAY,LP403254,MKB ALT RWHD 13.2-19.2 OZ,PET MKB,10
79538,79538,JMSMUC,5 / 7.4 / OZ,MKB CMFT CHEW MINI BF DT,LP403627,MKB CHWS 7.4 OZ,PET MKB,5
50315,50315,JMSMUC,1 / 25 / LB,SUGAR IN THE RAW,,SUGAR IN THE RAW 25 LB,,1
79735,79735,JMSMUC,4 / 5.92 / OZ,FG CLS DECAF 24 CT K-CUP,LP402009,FG KCUPS 24 CT,COFFEE FG,4
79920,69066,JMSMUC,12 / 2.75 / OZ,MM CNK N GRV SLM OC FS,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
50319,50319,JMSMUC,2 / 200 / EA,SUGAR IN THE RAW,,SUGAR IN THE RAW 200 CT,,2
80150,80150,JMSMUC,24 / 2.9 / OZ,MB VNLL DPD BRTHD LRG BSC,LP403605,MKB BISCUIT 2.9 OZ,PET MKB,24
50390,50390,JMSMUC,1 / 400 / EA,SUGAR IN THE RAW,,SUGAR IN THE RAW 400 CT,,1
80223,80223,JMSMUC,6 / 25 / OZ,MILK-BONE ORNG MARO SNACK,LP403548,MKB GRN FR BISCUITS 22 OZ,PET MKB,6
50400,50400,JMSMUC,1 / 1200 / EA,SUGAR IN THE RAW,,SUGAR IN THE RAW 2000 CT,,1
57111,57111,JMSMUC,1 / 3000 / EA,SWEET N LOW 3000 CT,,SNL 3000 CT,,1
80886,80886,JMSMUC,4 / 7.9 / OZ,FG CLS DECAF 32 CT K-CUP,LP402780,FG KCUP 32-36 CT,COFFEE FG,4
81002,52030,JMSMUC,4 / 22.5 / OZ,CCO BURG MINIS BEEF,LP401547,CANINE CARRY OUTS 4/22.5 OZ,PET CCO,4
52050,52050,JMSMUC,1 / 2000 / EA,SWEETN LOW,,SNL 2000 CT,,1
81121,81121,JMSMUC,12 / 3 / OZ,FLGRS CAFF SINGLES REG,LP401240,FG INSTAND SNGLS 3 OZ,COFFEE FG,12
81122,81122,JMSMUC,12 / 3 / OZ,FLGRS DCFF SINGLES REG,LP401239,FG INSTAND SNGLS 3 OZ,COFFEE FG,12
81123,81123,JMSMUC,6 / 6 / OZ,FG  38 CT CAF SINGLES REG,LP401231,FG SINGLES 6 OZ,COFFEE FG,6
50111,102,JMSMUC,12 / 100 / EA,SWEETN LOW 12/100PKTS,,SNL 100 CT,,12
81376,81376,JMSMUC,6 / 11 / OZ,BS DUL DE LEC R&G CFE PPK,LP404693,BS COFFEE PPK 6/11 OZ,COFFEE BS,6
82026,82026,JMSMUC,6 / 32 / OZ,SM SR STRAW PRES GLS TWIN,LP402463,SM JAM/JELLY/PRSRV TP 32 OZ,FHS SM,6
82034,82034,JMSMUC,6 / 32 / OZ,SM STRAW PRES GLS TWIN,LP400156,SM JAM/JELLY/PRSRV TP 32 OZ,FHS SM,6
82039,82039,JMSMUC,6 / 32 / OZ,SM STRAW JAM GLS TWIN,LP400156,SM JAM/JELLY/PRSRV TP 32 OZ,FHS SM,6
50101,101,JMSMUC,12 / 50 / EA,SWEETN LOW 12/50PKTS,,SNL 50 CT,,12
82239,82239,JMSMUC,6 / 60 / OZ,MKB FLAVOR SNACKS SMALL,LP400899,MKB DIPPED SNCKS 8-12 OZ,PET MKB,6
630,630,JMSFRZ,8/8 OZ,SM UNCRUST PB/RSPBRY 4 PK,LP404781,,FHS SM UNC,8
1598,1598,JMSFRZ,48/2.6 OZ,SM UNCRUST PB/HONEY WHEAT,,,FHS SM UNC,48
1845,1845,JMSFRZ,6/22.4 OZ,SM UNCR WHT PB/APL CIN 8P,LP404993,,FHS SM UNC,6
2516,4815,JMSFRZ,8/8 EA,SM UNCRUST PB/GRAPE 4 PK,LP400092,,FHS SM UNC,8
2517,4816,JMSFRZ,8/8 OZ,SM UNCRUST PB/STRWBRY 4PK,LP400092,,FHS SM UNC,8
2524,4962,JMSFRZ,8/8 OZ,SM UNCRUST PB/HONEY 4 PK,LP404781,,FHS SM UNC,8
2528,4818,JMSFRZ,6/20 OZ,SM UNCRUST PB/STRWBRY 10P,LP400093,,FHS SM UNC,6
2529,4817,JMSFRZ,6/20 OZ,SM UNCRUST PB/GRAPE 10 PK,LP400093,,FHS SM UNC,6
2927,2927,JMSFRZ,6/30 OZ,SM UNCRUST PB/GRAPE 15PK,LP400190,,FHS SM UNC,6
2945,2945,JMSFRZ,6/30 OZ,SM UNCRUST PB/STRWB 15PK,LP400190,,FHS SM UNC,6
2990,2990,JMSFRZ,6/18 OZ,SM UNCRUST CHOC HZLNT 10P,LP400093,,FHS SM UNC,6
4136,4136,JMSFRZ,8/8 OZ,SM UNCR RS WHT PB/GRP 4PK,LP404781,,FHS SM UNC,8
4138,4138,JMSFRZ,8/8 OZ,SM UNCR RS WHT PB/STRW 4P,LP404781,,FHS SM UNC,8
6960,6960,JMSFRZ,72/2.6 OZ,SM UNCRUST WHEAT PB/GRAPE,LP400092,,FHS SM UNC,72
6961,6961,JMSFRZ,72/2.6 OZ,SM UNCRUST WHEAT PB/STRWB,LP400092,,FHS SM UNC,72
6966,6966,JMSFRZ,72/2.6 OZ,SM UNCRUST PB/HONEY,,,FHS SM UNC,72
21028,1028,JMSFRZ,72/5.3 OZ,SM UNCRUSTABLE PB/STRWB,LP611869,,FHS SM UNC,72
